datetime,latitude,longitude,wireless_channel,wireless_frequency,wireless_opmode,wireless_signal,wireless_noisef,wireless_rssi,wireless_txpower,wireless_distance,wireless_ccq,
21:38:37.995137,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-47,-76,49,21,0,969,
21:38:38.109547,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-50,-76,46,21,0,968,
21:38:38.214845,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-52,-76,44,21,0,971,
21:38:38.327928,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-51,-76,45,21,0,973,
21:38:38.465300,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-51,-76,45,21,0,972,
21:38:38.573688,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-46,-76,50,21,0,972,
21:38:39.034664,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-50,-76,46,21,0,971,
21:38:39.100876,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-51,-76,45,21,0,973,
21:38:39.156649,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-52,-76,44,21,0,975,
21:38:39.215625,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-53,-76,43,21,0,977,
21:38:39.275073,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-49,-76,47,21,0,979,
21:38:39.358117,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-48,-76,48,21,0,981,
21:38:39.459739,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-51,-76,45,21,0,982,
21:38:39.524636,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-46,-76,50,21,0,983,
21:38:39.627087,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-46,-76,50,21,0,984,
21:38:39.706179,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-43,-76,53,21,0,985,
21:38:39.815520,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-47,-76,49,21,0,986,
21:38:39.939414,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-45,-76,51,21,0,976,
21:38:40.062496,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-52,-76,44,21,0,975,
21:38:40.190407,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-53,-76,43,21,0,975,
21:38:40.282333,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-46,-76,50,21,0,976,
21:38:40.385039,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-38,-76,58,21,0,978,
21:38:40.490553,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-50,-76,46,21,0,980,
21:38:40.951138,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-53,-76,43,21,0,983,
21:38:41.011901,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-53,-76,43,21,0,984,
21:38:41.104513,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-49,-76,47,21,0,952,
21:38:41.177876,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-53,-76,43,21,0,926,
21:38:41.252429,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-53,-76,43,21,0,932,
21:38:41.363954,44.56681823730469,-123.27436828613281,36,2439 MHz,11nght40minus,-58,-76,38,21,0,937,
21:38:41.467697,44.56681823730469,-123.27438354492188,36,2439 MHz,11nght40minus,-51,-76,45,21,0,938,
21:38:41.538117,44.56681823730469,-123.27438354492188,36,2439 MHz,11nght40minus,-52,-76,44,21,0,931,
21:38:41.616584,44.56681823730469,-123.27438354492188,36,2439 MHz,11nght40minus,-58,-76,38,21,0,926,
21:38:41.677535,44.56681823730469,-123.27438354492188,36,2439 MHz,11nght40minus,-50,-76,46,21,0,923,
21:38:41.790798,44.56681823730469,-123.27438354492188,36,2439 MHz,11nght40minus,-55,-76,41,21,0,899,
21:38:41.853751,44.56681823730469,-123.27438354492188,36,2439 MHz,11nght40minus,-53,-76,43,21,0,907,
21:38:41.953342,44.56681823730469,-123.27438354492188,36,2439 MHz,11nght40minus,-48,-76,48,21,0,913,
21:38:42.079204,44.56681823730469,-123.27438354492188,36,2439 MHz,11nght40minus,-53,-76,43,21,0,924,
21:38:42.197484,44.56681823730469,-123.27438354492188,36,2439 MHz,11nght40minus,-56,-76,40,21,0,929,
21:38:42.323553,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-50,-76,46,21,0,936,
21:38:42.440518,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-58,-76,38,21,0,912,
21:38:42.869369,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-53,-76,43,21,0,918,
21:38:42.926475,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-46,-76,50,21,0,924,
21:38:42.991005,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-48,-76,48,21,0,929,
21:38:43.069059,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-41,-76,55,21,0,930,
21:38:43.139722,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-42,-76,54,21,0,934,
21:38:43.203004,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-44,-76,52,21,0,938,
21:38:43.303101,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-44,-76,52,21,0,942,
21:38:43.359890,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-39,-76,57,21,0,945,
21:38:43.472850,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-43,-76,53,21,0,946,
21:38:43.594048,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-42,-76,54,21,0,950,
21:38:43.728440,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-44,-76,52,21,0,955,
21:38:43.809040,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-41,-76,55,21,0,931,
21:38:43.924497,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-37,-76,59,21,0,943,
21:38:44.044352,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-44,-76,52,21,0,946,
21:38:44.155483,44.566802978515625,-123.27439880371094,36,2439 MHz,11nght40minus,-40,-76,56,21,0,950,
21:38:44.274148,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-48,-76,48,21,0,954,
21:38:44.389295,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-39,-76,57,21,0,958,
21:38:44.876110,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-36,-76,60,21,0,956,
21:38:44.964876,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-44,-76,52,21,0,958,
21:38:45.024599,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-44,-76,52,21,0,960,
21:38:45.096040,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-44,-76,52,21,0,963,
21:38:45.176336,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-44,-76,52,21,0,965,
21:38:45.299206,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-44,-76,52,21,0,968,
21:38:45.360317,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-48,-76,48,21,0,971,
21:38:45.429922,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-48,-76,48,21,0,973,
21:38:45.559817,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-48,-76,48,21,0,975,
21:38:45.618592,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-53,-76,43,21,0,977,
21:38:45.713249,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-50,-76,46,21,0,976,
21:38:45.831995,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-57,-76,39,21,0,978,
21:38:45.987319,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-43,-76,53,21,0,980,
21:38:46.098777,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-57,-76,39,21,0,976,
21:38:46.237429,44.56678771972656,-123.2744140625,36,2439 MHz,11nght40minus,-57,-76,39,21,0,973,
21:38:46.377492,44.5667724609375,-123.27442932128906,36,2439 MHz,11nght40minus,-51,-76,45,21,0,974,
21:38:46.491094,44.5667724609375,-123.27442932128906,36,2439 MHz,11nght40minus,-51,-76,45,21,0,976,
21:38:46.934745,44.5667724609375,-123.27442932128906,36,2439 MHz,11nght40minus,-44,-76,52,21,0,978,
21:38:47.038907,44.5667724609375,-123.27442932128906,36,2439 MHz,11nght40minus,-41,-76,55,21,0,980,
21:38:47.146943,44.5667724609375,-123.27442932128906,36,2439 MHz,11nght40minus,-47,-76,49,21,0,974,
21:38:47.216822,44.5667724609375,-123.27442932128906,36,2439 MHz,11nght40minus,-46,-76,50,21,0,967,
21:38:47.282338,44.5667724609375,-123.27442932128906,36,2439 MHz,11nght40minus,-50,-76,46,21,0,961,
21:38:47.347685,44.56675720214844,-123.27444458007812,36,2439 MHz,11nght40minus,-39,-76,57,21,0,956,
21:38:47.415976,44.56675720214844,-123.27444458007812,36,2439 MHz,11nght40minus,-47,-76,49,21,0,960,
21:38:47.520536,44.56675720214844,-123.27444458007812,36,2439 MHz,11nght40minus,-48,-76,48,21,0,961,
21:38:47.580687,44.56675720214844,-123.27444458007812,36,2439 MHz,11nght40minus,-42,-76,54,21,0,961,
21:38:47.677253,44.56675720214844,-123.27444458007812,36,2439 MHz,11nght40minus,-48,-76,48,21,0,962,
21:38:47.799161,44.56675720214844,-123.27444458007812,36,2439 MHz,11nght40minus,-56,-76,40,21,0,965,
21:38:47.911284,44.56675720214844,-123.27444458007812,36,2439 MHz,11nght40minus,-49,-76,47,21,0,968,
21:38:48.011713,44.56675720214844,-123.27444458007812,36,2439 MHz,11nght40minus,-47,-76,49,21,0,971,
21:38:48.124991,44.56675720214844,-123.27444458007812,36,2439 MHz,11nght40minus,-52,-76,44,21,0,969,
21:38:48.235289,44.56675720214844,-123.27445983886719,36,2439 MHz,11nght40minus,-53,-76,43,21,0,969,
21:38:48.358711,44.56675720214844,-123.27445983886719,36,2439 MHz,11nght40minus,-53,-76,43,21,0,969,
21:38:48.478117,44.56675720214844,-123.27445983886719,36,2439 MHz,11nght40minus,-51,-76,45,21,0,970,
21:38:48.915339,44.56675720214844,-123.27445983886719,36,2439 MHz,11nght40minus,-49,-76,47,21,0,971,
21:38:49.020663,44.56675720214844,-123.27445983886719,36,2439 MHz,11nght40minus,-50,-76,46,21,0,973,
21:38:49.127039,44.56675720214844,-123.27445983886719,36,2439 MHz,11nght40minus,-47,-76,49,21,0,975,
21:38:49.226995,44.56675720214844,-123.27445983886719,36,2439 MHz,11nght40minus,-46,-76,50,21,0,977,
21:38:49.286591,44.56675720214844,-123.27445983886719,36,2439 MHz,11nght40minus,-45,-76,51,21,0,979,
21:38:49.361886,44.56675720214844,-123.27445983886719,36,2439 MHz,11nght40minus,-50,-76,46,21,0,980,
21:38:49.421967,44.566741943359375,-123.27445983886719,36,2439 MHz,11nght40minus,-50,-76,46,21,0,982,
21:38:49.527208,44.566741943359375,-123.27445983886719,36,2439 MHz,11nght40minus,-50,-76,46,21,0,983,
21:38:49.584830,44.566741943359375,-123.27445983886719,36,2439 MHz,11nght40minus,-41,-76,55,21,0,984,
21:38:49.653010,44.566741943359375,-123.27445983886719,36,2439 MHz,11nght40minus,-42,-76,54,21,0,982,
21:38:49.770857,44.566741943359375,-123.27445983886719,36,2439 MHz,11nght40minus,-45,-76,51,21,0,981,
21:38:49.873854,44.566741943359375,-123.27445983886719,36,2439 MHz,11nght40minus,-43,-76,53,21,0,975,
21:38:49.990873,44.566741943359375,-123.27445983886719,36,2439 MHz,11nght40minus,-40,-76,56,21,0,974,
21:38:50.117802,44.566741943359375,-123.27445983886719,36,2439 MHz,11nght40minus,-37,-76,59,21,0,972,
21:38:50.235652,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-44,-76,52,21,0,974,
21:38:50.350227,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-37,-76,59,21,0,976,
21:38:50.456084,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-40,-76,56,21,0,973,
21:38:50.873547,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-46,-76,50,21,0,972,
21:38:50.991401,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-45,-76,51,21,0,968,
21:38:51.085163,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-49,-76,47,21,0,971,
21:38:51.171879,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-49,-76,47,21,0,969,
21:38:51.228301,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-41,-76,55,21,0,966,
21:38:51.316144,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-48,-76,48,21,0,967,
21:38:51.394555,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-41,-76,55,21,0,965,
21:38:51.464749,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-48,-76,48,21,0,964,
21:38:51.527851,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-48,-76,48,21,0,963,
21:38:51.626457,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-44,-76,52,21,0,963,
21:38:51.719502,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-49,-76,47,21,0,964,
21:38:51.845448,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-51,-76,45,21,0,970,
21:38:51.943801,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-51,-76,45,21,0,973,
21:38:52.063344,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-41,-76,55,21,0,974,
21:38:52.185901,44.56672668457031,-123.27447509765625,36,2439 MHz,11nght40minus,-50,-76,46,21,0,976,
21:38:52.320291,44.56671142578125,-123.27449035644531,36,2439 MHz,11nght40minus,-51,-76,45,21,0,978,
21:38:52.430628,44.56671142578125,-123.27449035644531,36,2439 MHz,11nght40minus,-51,-76,45,21,0,980,
21:38:52.835395,44.56671142578125,-123.27449035644531,36,2439 MHz,11nght40minus,-47,-76,49,21,0,975,
21:38:52.916159,44.56671142578125,-123.27449035644531,36,2439 MHz,11nght40minus,-51,-76,45,21,0,971,
21:38:52.980816,44.56671142578125,-123.27449035644531,36,2439 MHz,11nght40minus,-40,-76,56,21,0,966,
21:38:53.078882,44.56671142578125,-123.27449035644531,36,2439 MHz,11nght40minus,-40,-76,56,21,0,966,
21:38:53.144347,44.56671142578125,-123.27449035644531,36,2439 MHz,11nght40minus,-48,-76,48,21,0,967,
21:38:53.208412,44.56671142578125,-123.27449035644531,36,2439 MHz,11nght40minus,-45,-76,51,21,0,970,
21:38:53.266003,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-38,-76,58,21,0,971,
21:38:53.385255,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-45,-76,51,21,0,969,
21:38:53.588555,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-37,-76,59,21,0,965,
21:38:53.704155,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-40,-76,56,21,0,961,
21:38:53.778714,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-42,-76,54,21,0,958,
21:38:53.869364,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-36,-76,60,21,0,954,
21:38:53.956232,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-39,-76,57,21,0,953,
21:38:54.074704,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-40,-76,56,21,0,957,
21:38:54.215012,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-35,-76,61,21,0,935,
21:38:54.325020,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-42,-76,54,21,0,937,
21:38:54.440905,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-46,-76,50,21,0,943,
21:38:54.891045,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-44,-76,52,21,0,945,
21:38:54.960374,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-41,-76,55,21,0,928,
21:38:55.020599,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-41,-76,55,21,0,933,
21:38:55.120219,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-42,-76,54,21,0,936,
21:38:55.230817,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-49,-76,47,21,0,940,
21:38:55.346882,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-37,-76,59,21,0,945,
21:38:55.412271,44.56669616699219,-123.27450561523438,36,2439 MHz,11nght40minus,-47,-76,49,21,0,950,
21:38:55.482204,44.566680908203125,-123.27452087402344,36,2439 MHz,11nght40minus,-37,-76,59,21,0,952,
21:38:55.549518,44.566680908203125,-123.27452087402344,36,2439 MHz,11nght40minus,-44,-76,52,21,0,956,
21:38:55.655305,44.566680908203125,-123.27452087402344,36,2439 MHz,11nght40minus,-46,-76,50,21,0,960,
21:38:55.763153,44.566680908203125,-123.27452087402344,36,2439 MHz,11nght40minus,-44,-76,52,21,0,964,
21:38:55.867074,44.566680908203125,-123.27452087402344,36,2439 MHz,11nght40minus,-46,-76,50,21,0,967,
21:38:55.924611,44.566680908203125,-123.27452087402344,36,2439 MHz,11nght40minus,-40,-76,56,21,0,973,
21:38:56.039011,44.566680908203125,-123.27452087402344,36,2439 MHz,11nght40minus,-43,-76,53,21,0,975,
21:38:56.128774,44.566680908203125,-123.27452087402344,36,2439 MHz,11nght40minus,-41,-76,55,21,0,977,
21:38:56.265149,44.56666564941406,-123.27452087402344,36,2439 MHz,11nght40minus,-49,-76,47,21,0,978,
21:38:56.365306,44.56666564941406,-123.27452087402344,36,2439 MHz,11nght40minus,-38,-76,58,21,0,980,
21:38:56.768194,44.56666564941406,-123.27452087402344,36,2439 MHz,11nght40minus,-43,-76,53,21,0,982,
21:38:56.875529,44.56666564941406,-123.27452087402344,36,2439 MHz,11nght40minus,-45,-76,51,21,0,981,
21:38:56.944370,44.56666564941406,-123.27452087402344,36,2439 MHz,11nght40minus,-42,-76,54,21,0,980,
21:38:57.050996,44.56666564941406,-123.27452087402344,36,2439 MHz,11nght40minus,-44,-76,52,21,0,980,
21:38:57.161980,44.56666564941406,-123.27452087402344,36,2439 MHz,11nght40minus,-41,-76,55,21,0,979,
21:38:57.227749,44.56666564941406,-123.27452087402344,36,2439 MHz,11nght40minus,-43,-76,53,21,0,976,
21:38:57.289053,44.56666564941406,-123.27452087402344,36,2439 MHz,11nght40minus,-38,-76,58,21,0,972,
21:38:57.359955,44.56666564941406,-123.2745361328125,36,2439 MHz,11nght40minus,-46,-76,50,21,0,974,
21:38:57.435690,44.56666564941406,-123.2745361328125,36,2439 MHz,11nght40minus,-37,-76,59,21,0,976,
21:38:57.567105,44.56666564941406,-123.2745361328125,36,2439 MHz,11nght40minus,-48,-76,48,21,0,978,
21:38:57.626120,44.56666564941406,-123.2745361328125,36,2439 MHz,11nght40minus,-45,-76,51,21,0,977,
21:38:57.739246,44.56666564941406,-123.2745361328125,36,2439 MHz,11nght40minus,-44,-76,52,21,0,977,
21:38:57.856803,44.56666564941406,-123.2745361328125,36,2439 MHz,11nght40minus,-48,-76,48,21,0,976,
21:38:57.964724,44.56666564941406,-123.2745361328125,36,2439 MHz,11nght40minus,-39,-76,57,21,0,978,
21:38:58.061300,44.56666564941406,-123.2745361328125,36,2439 MHz,11nght40minus,-43,-76,53,21,0,958,
21:38:58.190944,44.56666564941406,-123.2745361328125,36,2439 MHz,11nght40minus,-44,-76,52,21,0,956,
21:38:58.300837,44.566650390625,-123.27455139160156,36,2439 MHz,11nght40minus,-37,-76,59,21,0,955,
21:38:58.756948,44.566650390625,-123.27455139160156,36,2439 MHz,11nght40minus,-36,-76,60,21,0,959,
21:38:58.822492,44.566650390625,-123.27455139160156,36,2439 MHz,11nght40minus,-41,-76,55,21,0,963,
21:38:58.923571,44.566650390625,-123.27455139160156,36,2439 MHz,11nght40minus,-44,-76,52,21,0,966,
21:38:59.030803,44.566650390625,-123.27455139160156,36,2439 MHz,11nght40minus,-49,-76,47,21,0,969,
21:38:59.146843,44.566650390625,-123.27455139160156,36,2439 MHz,11nght40minus,-43,-76,53,21,0,969,
21:38:59.259235,44.566650390625,-123.27455139160156,36,2439 MHz,11nght40minus,-47,-76,49,21,0,972,
21:38:59.367154,44.566650390625,-123.27455139160156,36,2439 MHz,11nght40minus,-50,-76,46,21,0,974,
21:38:59.435218,44.566650390625,-123.27455139160156,36,2439 MHz,11nght40minus,-38,-76,58,21,0,972,
21:38:59.529037,44.56663513183594,-123.27455139160156,36,2439 MHz,11nght40minus,-43,-76,53,21,0,974,
21:38:59.594608,44.56663513183594,-123.27455139160156,36,2439 MHz,11nght40minus,-36,-76,60,21,0,976,
21:38:59.708351,44.56663513183594,-123.27455139160156,36,2439 MHz,11nght40minus,-39,-76,57,21,0,975,
21:38:59.790159,44.56663513183594,-123.27455139160156,36,2439 MHz,11nght40minus,-41,-76,55,21,0,977,
21:38:59.875871,44.56663513183594,-123.27455139160156,36,2439 MHz,11nght40minus,-44,-76,52,21,0,978,
21:38:59.987291,44.56663513183594,-123.27455139160156,36,2439 MHz,11nght40minus,-44,-76,52,21,0,977,
21:39:00.059022,44.56663513183594,-123.27455139160156,36,2439 MHz,11nght40minus,-45,-76,51,21,0,978,
21:39:00.183493,44.56663513183594,-123.27455139160156,36,2439 MHz,11nght40minus,-36,-76,60,21,0,980,
21:39:00.256290,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-33,-76,63,21,0,982,
21:39:00.714812,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-45,-76,51,21,0,983,
21:39:00.778321,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-41,-76,55,21,0,984,
21:39:00.887203,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-37,-76,59,21,0,985,
21:39:00.948347,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-42,-76,54,21,0,983,
21:39:01.055753,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-43,-76,53,21,0,984,
21:39:01.160756,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-31,-76,65,21,0,985,
21:39:01.232412,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-32,-76,64,21,0,986,
21:39:01.294152,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-35,-76,61,21,0,987,
21:39:01.398981,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-33,-76,63,21,0,988,
21:39:01.464765,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-33,-76,63,21,0,988,
21:39:01.566928,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-34,-76,62,21,0,985,
21:39:01.670985,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-32,-76,64,21,0,986,
21:39:01.770987,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-34,-76,62,21,0,987,
21:39:01.830358,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-33,-76,63,21,0,985,
21:39:01.936464,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-41,-76,55,21,0,984,
21:39:02.045819,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-32,-76,64,21,0,985,
21:39:02.160130,44.566619873046875,-123.27456665039062,36,2439 MHz,11nght40minus,-36,-76,60,21,0,986,
21:39:02.583607,44.56660461425781,-123.27458190917969,36,2439 MHz,11nght40minus,-42,-76,54,21,0,987,
21:39:02.655667,44.56660461425781,-123.27458190917969,36,2439 MHz,11nght40minus,-43,-76,53,21,0,988,
21:39:02.779179,44.56660461425781,-123.27458190917969,36,2439 MHz,11nght40minus,-41,-76,55,21,0,989,
21:39:02.859660,44.56660461425781,-123.27458190917969,36,2439 MHz,11nght40minus,-41,-76,55,21,0,981,
21:39:02.934395,44.56660461425781,-123.27458190917969,36,2439 MHz,11nght40minus,-41,-76,55,21,0,980,
21:39:03.026685,44.56660461425781,-123.27458190917969,36,2439 MHz,11nght40minus,-39,-76,57,21,0,982,
21:39:03.146690,44.56660461425781,-123.27458190917969,36,2439 MHz,11nght40minus,-39,-76,57,21,0,983,
21:39:03.201699,44.56660461425781,-123.27458190917969,36,2439 MHz,11nght40minus,-44,-76,52,21,0,981,
